hotkey,competition_id,task_id,task_name,is_screener,task_pass_wo,task_pass_w,baseline_tokens,task_tokens_w,task_platform_score,run_count,attempt_no,run_id,run_pass_w,run_tokens_w,run_score,time_taken_seconds,agent_steps
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,219,Will be available after uploads finish,False,True,True,1229179,1459126.6,0.9431622805291214,5,1,51187,True,1523576,0.8779337165088761,557.5295,45
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,219,Will be available after uploads finish,False,True,True,1229179,1459126.6,0.9431622805291214,5,2,51188,True,2596374,0.6114058900441945,747.8784,49
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,219,Will be available after uploads finish,False,True,True,1229179,1459126.6,0.9431622805291214,5,3,51189,True,1123982,1.03002494962084,523.3673,41
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,219,Will be available after uploads finish,False,True,True,1229179,1459126.6,0.9431622805291214,5,4,51190,True,1326941,0.947025671589544,508.1164,30
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,219,Will be available after uploads finish,False,True,True,1229179,1459126.6,0.9431622805291214,5,5,51191,True,724760,1.2494211748821524,421.561,31
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,220,Will be available after uploads finish,False,True,True,2228314,558009.2,0.591058506529486,5,1,51192,False,757622,-4,606.0339,33
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,220,Will be available after uploads finish,False,True,True,2228314,558009.2,0.591058506529486,5,2,51193,True,408098,1.8327856430299985,361.0392,19
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,220,Will be available after uploads finish,False,True,True,2228314,558009.2,0.591058506529486,5,3,51194,True,734869,1.5386931878324472,476.1581,28
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,220,Will be available after uploads finish,False,True,True,2228314,558009.2,0.591058506529486,5,4,51195,True,598887,1.6410028475635745,435.8204,24
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,220,Will be available after uploads finish,False,True,True,2228314,558009.2,0.591058506529486,5,5,51196,True,290570,1.9428108542214098,358.4795,13
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,221,Will be available after uploads finish,False,True,True,885390,135079.2,1.8982940482368693,5,1,51197,True,89941,1.9975579034358795,286.8461,8
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,221,Will be available after uploads finish,False,True,True,885390,135079.2,1.8982940482368693,5,2,51198,True,113444,1.9569487637545795,278.3092,7
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,221,Will be available after uploads finish,False,True,True,885390,135079.2,1.8982940482368693,5,3,51199,True,90290,1.997170622184362,287.827,8
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,221,Will be available after uploads finish,False,True,True,885390,135079.2,1.8982940482368693,5,4,51200,True,292447,1.5414906876005865,453.4142,20
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,221,Will be available after uploads finish,False,True,True,885390,135079.2,1.8982940482368693,5,5,51201,True,89274,1.9983022642089392,276.444,8
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,222,Will be available after uploads finish,False,True,True,884630,561951,1.2367218457056008,5,1,51202,True,668232,1.1274239981431602,509.9253,30
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,222,Will be available after uploads finish,False,True,True,884630,561951,1.2367218457056008,5,2,51203,True,405336,1.377383531065951,374.1162,19
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,222,Will be available after uploads finish,False,True,True,884630,561951,1.2367218457056008,5,3,51204,True,510253,1.262288366886057,468.054,21
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,222,Will be available after uploads finish,False,True,True,884630,561951,1.2367218457056008,5,4,51205,True,842219,1.0117216697401363,536.8812,33
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,222,Will be available after uploads finish,False,True,True,884630,561951,1.2367218457056008,5,5,51206,True,383715,1.4047916626926997,399.0485,18
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,223,Will be available after uploads finish,False,True,True,1133375,530417.4,1.3600585671929255,5,1,51207,True,683537,1.187189967881221,508.1062,37
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,223,Will be available after uploads finish,False,True,True,1133375,530417.4,1.3600585671929255,5,2,51208,True,320079,1.5665464416372032,327.4588,17
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,223,Will be available after uploads finish,False,True,True,1133375,530417.4,1.3600585671929255,5,3,51209,True,232589,1.7055016582791993,344.2914,13
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,223,Will be available after uploads finish,False,True,True,1133375,530417.4,1.3600585671929255,5,4,51210,True,749844,1.1408977693521019,479.2026,29
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,223,Will be available after uploads finish,False,True,True,1133375,530417.4,1.3600585671929255,5,5,51211,True,666038,1.200156998814903,419.1526,24
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,224,Will be available after uploads finish,False,True,True,1827000,737634.4,1.3947503222742068,5,1,51212,True,531900,1.5507548579265615,513.6385,21
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,224,Will be available after uploads finish,False,True,True,1827000,737634.4,1.3947503222742068,5,2,51213,True,909746,1.2823998889655512,422.2914,28
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,224,Will be available after uploads finish,False,True,True,1827000,737634.4,1.3947503222742068,5,3,51214,True,708275,1.4075663906216769,416.2491,20
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,224,Will be available after uploads finish,False,True,True,1827000,737634.4,1.3947503222742068,5,4,51215,True,749689,1.379153381867851,376.531,22
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,224,Will be available after uploads finish,False,True,True,1827000,737634.4,1.3947503222742068,5,5,51216,True,788562,1.3538770919893932,407.9638,25
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,225,Will be available after uploads finish,False,True,True,432782,241264.4,1.5719635916437547,5,1,51217,True,132782,2.718933804150954,342.4938,12
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,225,Will be available after uploads finish,False,True,True,432782,241264.4,1.5719635916437547,5,2,51218,True,673449,1.9070820124182035,671.1788,40
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,225,Will be available after uploads finish,False,True,True,432782,241264.4,1.5719635916437547,5,3,51219,True,61429,3.0386526621250693,234.6222,6
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,225,Will be available after uploads finish,False,True,True,432782,241264.4,1.5719635916437547,5,4,51220,False,160558,-2.376954842801931,399.8034,13
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,225,Will be available after uploads finish,False,True,True,432782,241264.4,1.5719635916437547,5,5,51221,True,178104,2.5721043223264775,285.6575,15
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,226,Will be available after uploads finish,False,True,True,439968,131801.8,1.7576384960205402,5,1,51222,True,81724,1.8331171820132866,322.0253,9
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,226,Will be available after uploads finish,False,True,True,439968,131801.8,1.7576384960205402,5,2,51223,True,34673,2,259.3117,4
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,226,Will be available after uploads finish,False,True,True,439968,131801.8,1.7576384960205402,5,3,51224,True,473159,0.9550752980894158,640.4566,35
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,226,Will be available after uploads finish,False,True,True,439968,131801.8,1.7576384960205402,5,4,51225,True,34638,2,308.6944,4
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,226,Will be available after uploads finish,False,True,True,439968,131801.8,1.7576384960205402,5,5,51226,True,34815,2,264.2625,4
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,227,Will be available after uploads finish,False,False,True,917488,1615238.6,3.079877575503322,5,1,51227,True,1794919,3.0037184918686446,708.5856,50
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,227,Will be available after uploads finish,False,False,True,917488,1615238.6,3.079877575503322,5,2,51228,True,2138906,2.916051197972794,975.9984,65
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,227,Will be available after uploads finish,False,False,True,917488,1615238.6,3.079877575503322,5,3,51229,True,1988683,2.9524621343561326,889.2239,56
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,227,Will be available after uploads finish,False,False,True,917488,1615238.6,3.079877575503322,5,4,51230,True,1219014,3.1971772720271767,644.5479,48
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,227,Will be available after uploads finish,False,False,True,917488,1615238.6,3.079877575503322,5,5,51231,True,934671,3.3299787812918624,807.0923,35
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,228,Will be available after uploads finish,True,True,True,574499,404963.8,0.031477135483933424,5,1,48477,True,561710,0.9440067768329076,446.8282,25
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,228,Will be available after uploads finish,True,True,True,574499,404963.8,0.031477135483933424,5,2,48478,True,501808,1.000390839865806,431.1418,26
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,228,Will be available after uploads finish,True,True,True,574499,404963.8,0.031477135483933424,5,3,48479,True,332812,1.2057107450770848,299.2616,14
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,228,Will be available after uploads finish,True,True,True,574499,404963.8,0.031477135483933424,5,4,48480,False,133545,-4,288.8711,9
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,228,Will be available after uploads finish,True,True,True,574499,404963.8,0.031477135483933424,5,5,48481,True,494944,1.0072773156438692,436.5273,22
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,229,Will be available after uploads finish,False,False,False,1021877,1069821,-0.0369569054386328,5,1,51232,False,1352908,-0.06126261549797546,692.4773,44
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,229,Will be available after uploads finish,False,False,False,1021877,1069821,-0.0369569054386328,5,2,51233,False,1023383,-0.033348361110181836,622.2341,37
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,229,Will be available after uploads finish,False,False,False,1021877,1069821,-0.0369569054386328,5,3,51234,False,1022498,-0.03326184580893009,474.8315,28
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,229,Will be available after uploads finish,False,False,False,1021877,1069821,-0.0369569054386328,5,4,51235,False,1010455,-0.03207705296068575,589.8381,32
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,229,Will be available after uploads finish,False,False,False,1021877,1069821,-0.0369569054386328,5,5,51236,False,939861,-0.02483465181539087,650.6358,30
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,230,Will be available after uploads finish,False,False,False,713141,1216307.6,1.4164590330090632,5,1,51237,True,1229507,3.596353065449462,752.3754,34
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,230,Will be available after uploads finish,False,False,False,713141,1216307.6,1.4164590330090632,5,2,51238,False,1163719,-0.07523015043025946,786.6254,33
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,230,Will be available after uploads finish,False,False,False,713141,1216307.6,1.4164590330090632,5,3,51239,True,910416,3.746586524000088,470.8776,28
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,230,Will be available after uploads finish,False,False,False,713141,1216307.6,1.4164590330090632,5,4,51240,False,1297843,-0.08613842487222272,862.6131,40
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,230,Will be available after uploads finish,False,False,False,713141,1216307.6,1.4164590330090632,5,5,51241,False,1480053,-0.09927584910175266,716.0854,43
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,231,Will be available after uploads finish,False,False,False,2033013,1331966.2,0.2716675750910194,5,1,51242,False,1589761,-1.5820212167935608,943.7721,52
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,231,Will be available after uploads finish,False,False,False,2033013,1331966.2,0.2716675750910194,5,2,51243,True,850369,3.2270536880824663,628.4595,34
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,231,Will be available after uploads finish,False,False,False,2033013,1331966.2,0.2716675750910194,5,3,51244,False,1181057,-1.5641907833794646,548.9399,33
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,231,Will be available after uploads finish,False,False,False,2033013,1331966.2,0.2716675750910194,5,4,51245,True,1833498,2.8428984261968457,781.3033,61
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,231,Will be available after uploads finish,False,False,False,2033013,1331966.2,0.2716675750910194,5,5,51246,False,1205146,-1.5654022386511888,616.2654,47
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,232,Will be available after uploads finish,False,True,True,664367,425375.4,2.2544295752699215,5,1,51247,True,355860,2.312149753912392,369.4806,15
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,232,Will be available after uploads finish,False,True,True,664367,425375.4,2.2544295752699215,5,2,51248,True,407245,2.25819872396949,376.0978,18
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,232,Will be available after uploads finish,False,True,True,664367,425375.4,2.2544295752699215,5,3,51249,True,642502,2.075816740101869,437.5448,26
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,232,Will be available after uploads finish,False,True,True,664367,425375.4,2.2544295752699215,5,4,51250,True,423508,2.242535750298108,339.2232,18
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,232,Will be available after uploads finish,False,True,True,664367,425375.4,2.2544295752699215,5,5,51251,True,297762,2.383446908067749,319.1446,11
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,233,Will be available after uploads finish,False,True,True,782437,177089,2.3355586379053537,5,1,51252,True,38693,2.6,243.3331,4
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,233,Will be available after uploads finish,False,True,True,782437,177089,2.3355586379053537,5,2,51253,True,96097,2.5239181051583053,284.1866,10
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,233,Will be available after uploads finish,False,True,True,782437,177089,2.3355586379053537,5,3,51254,True,48087,2.6,265.8086,5
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,233,Will be available after uploads finish,False,True,True,782437,177089,2.3355586379053537,5,4,51255,True,255363,2.117020302220591,403.8847,21
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,233,Will be available after uploads finish,False,True,True,782437,177089,2.3355586379053537,5,5,51256,True,447205,1.8368547821478736,352.9378,14
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,234,Will be available after uploads finish,True,True,True,542683,105489,1.8373275485432785,5,1,48482,True,303465,1.284958980646589,350.5967,14
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,234,Will be available after uploads finish,True,True,True,542683,105489,1.8373275485432785,5,2,48483,True,56637,2,204.1592,5
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,234,Will be available after uploads finish,True,True,True,542683,105489,1.8373275485432785,5,3,48484,True,47124,2,247.9609,4
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,234,Will be available after uploads finish,True,True,True,542683,105489,1.8373275485432785,5,4,48485,True,31823,2,198.5264,3
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,234,Will be available after uploads finish,True,True,True,542683,105489,1.8373275485432785,5,5,48486,True,88396,1.9016787620698032,276.5067,7
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,235,Will be available after uploads finish,False,True,True,1041765,278060.4,0.5140923470738502,5,1,51257,True,267991,1.6745017564000093,278.8502,12
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,235,Will be available after uploads finish,False,True,True,1041765,278060.4,0.5140923470738502,5,2,51258,True,227234,1.7569882935596202,294.4995,12
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,235,Will be available after uploads finish,False,True,True,1041765,278060.4,0.5140923470738502,5,3,51259,True,307496,1.605747415812774,279.0046,16
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,235,Will be available after uploads finish,False,True,True,1041765,278060.4,0.5140923470738502,5,4,51260,False,232087,-4,269.1739,11
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,235,Will be available after uploads finish,False,True,True,1041765,278060.4,0.5140923470738502,5,5,51261,True,355494,1.533224269596848,316.2196,17
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,236,Will be available after uploads finish,False,True,True,647943,124691.6,1.8133106990363366,5,1,51262,True,29391,2,214.4161,3
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,236,Will be available after uploads finish,False,True,True,647943,124691.6,1.8133106990363366,5,2,51263,True,42254,1.987866730036379,183.0753,4
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,236,Will be available after uploads finish,False,True,True,647943,124691.6,1.8133106990363366,5,3,51264,True,448530,1.1468674522680224,438.5762,22
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,236,Will be available after uploads finish,False,True,True,647943,124691.6,1.8133106990363366,5,4,51265,True,29275,2,211.3274,3
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,236,Will be available after uploads finish,False,True,True,647943,124691.6,1.8133106990363366,5,5,51266,True,74008,1.9318193128772816,218.7616,7
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,237,Will be available after uploads finish,False,False,True,1797234,604098.4,2.898240053475015,5,1,51267,True,445048,3.8844197167443655,464.24,19
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,237,Will be available after uploads finish,False,False,True,1797234,604098.4,2.898240053475015,5,2,51268,True,1087565,3.537548074142053,567.0976,43
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,237,Will be available after uploads finish,False,False,True,1797234,604098.4,2.898240053475015,5,3,51269,False,682200,-0.7687445003591346,397.2701,30
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,237,Will be available after uploads finish,False,False,True,1797234,604098.4,2.898240053475015,5,4,51270,True,473411,3.8658851793075364,398.2722,21
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,237,Will be available after uploads finish,False,False,True,1797234,604098.4,2.898240053475015,5,5,51271,True,332268,3.972091797540255,338.4941,13
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,238,Will be available after uploads finish,False,True,True,1129225,768857.8,1.1963629685303936,5,1,51272,True,851770,1.139114851604074,448.5665,37
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,238,Will be available after uploads finish,False,True,True,1129225,768857.8,1.1963629685303936,5,2,51273,True,566271,1.343236739169825,453.2345,30
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,238,Will be available after uploads finish,False,True,True,1129225,768857.8,1.1963629685303936,5,3,51274,True,897577,1.11292366499386,489.1638,44
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,238,Will be available after uploads finish,False,True,True,1129225,768857.8,1.1963629685303936,5,4,51275,True,764788,1.1929737846522048,453.673,35
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,238,Will be available after uploads finish,False,True,True,1129225,768857.8,1.1963629685303936,5,5,51276,True,763883,1.1935658022320041,510.0126,35
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,239,Will be available after uploads finish,False,True,True,1493751,561680.6,2.723745295165978,5,1,51277,True,164288,3.162377136406591,248.5061,10
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,239,Will be available after uploads finish,False,True,True,1493751,561680.6,2.723745295165978,5,2,51278,True,983540,2.3788645086899534,584.988,38
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,239,Will be available after uploads finish,False,True,True,1493751,561680.6,2.723745295165978,5,3,51279,True,740027,2.5211003267177943,509.768,37
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,239,Will be available after uploads finish,False,True,True,1493751,561680.6,2.723745295165978,5,4,51280,True,586850,2.637059037454271,404.8847,26
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,239,Will be available after uploads finish,False,True,True,1493751,561680.6,2.723745295165978,5,5,51281,True,333698,2.9193254665612796,408.8279,18
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,240,Will be available after uploads finish,False,False,False,756373,454331.8,0.03381435897106266,5,1,51282,False,591462,0.00035863956608845894,458.3642,30
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,240,Will be available after uploads finish,False,False,False,756373,454331.8,0.03381435897106266,5,2,51283,False,381214,0.04428229363330923,425.0759,20
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,240,Will be available after uploads finish,False,False,False,756373,454331.8,0.03381435897106266,5,3,51284,False,251449,0.08589436478904869,346.5061,15
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,240,Will be available after uploads finish,False,False,False,756373,454331.8,0.03381435897106266,5,4,51285,False,709954,-0.017901634563731773,552.1624,32
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,240,Will be available after uploads finish,False,False,False,756373,454331.8,0.03381435897106266,5,5,51286,False,337580,0.05643813143059867,391.5057,25
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,241,Will be available after uploads finish,False,True,True,1122536,101389.8,3.156060582863592,5,1,51287,True,169404,3.1026893323014457,288.0122,13
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,241,Will be available after uploads finish,False,True,True,1122536,101389.8,3.156060582863592,5,2,51288,True,126484,3.141778737435506,390.2917,10
5DhHqmB1BzyW6qsZ44EhajM8dXKChxRqB7vqZTwojm1WwsSz,107,241,Will be available after uploads finish,False,True,True,1122536,101389.8,3.156060582863592,5,3,51289,True,134230,3.13583484458101,319.7538,9
